"Date","Close.Last"
2021-01-21,13.8675
2021-01-20,13.3658
2021-01-19,13.0253
2021-01-15,12.8595
2021-01-14,13.2003
2021-01-13,13.5318
2021-01-12,13.4848
2021-01-11,13.6215
2021-01-08,13.2768
2021-01-07,13.344
2021-01-06,12.6145
2021-01-05,13.4048
2021-01-04,13.1135
2020-12-31,13.055
2020-12-30,13.1458
2020-12-29,12.9433
2020-12-28,12.9
2020-12-24,12.9938
2020-12-23,13.0093
2020-12-22,13.2783
2020-12-21,13.3323
2020-12-18,13.272
2020-12-17,13.3413
2020-12-16,13.2425
2020-12-15,13.3605
2020-12-14,13.3088
2020-12-11,13.0132
2020-12-10,12.9723
2020-12-09,12.9308
2020-12-08,13.35
2020-12-07,13.6068
2020-12-04,13.5583
2020-12-03,13.396
2020-12-02,13.5445
2020-12-01,13.39
2020-11-30,13.4015
2020-11-27,13.2613
2020-11-25,13.2348
2020-11-24,12.9577
2020-11-23,13.14
2020-11-20,13.0878
2020-11-19,13.4403
2020-11-18,13.4288
2020-11-17,13.4223
2020-11-16,13.5153
2020-11-13,13.297
2020-11-12,13.4568
2020-11-11,13.418
2020-11-10,12.77
2020-11-09,13.6308
2020-11-06,14.562
2020-11-05,14.16
2020-11-04,13.7943
2020-11-03,13.0195
2020-11-02,12.5808
2020-10-30,12.534
2020-10-29,13.024
2020-10-28,12.627
2020-10-27,13.3968
2020-10-26,13.1412
2020-10-23,13.5903
2020-10-22,13.361
2020-10-21,13.5248
2020-10-20,13.6455
2020-10-19,13.4978
2020-10-16,13.8115
2020-10-15,13.97
2020-10-14,14.0953
2020-10-13,14.2482
2020-10-12,14.226
2020-10-09,13.7628
2020-10-08,13.8387
2020-10-07,13.964
2020-10-06,13.7365
2020-10-05,13.6425
2020-10-02,13.0623
2020-10-01,13.6145
2020-09-30,13.5305
2020-09-29,13.2258
2020-09-28,13.035
2020-09-25,12.8738
2020-09-24,12.348
2020-09-23,12.1238
2020-09-22,12.6378
2020-09-21,12.5173
2020-09-18,12.1893
2020-09-17,12.4635
2020-09-16,12.5145
2020-09-15,12.991
2020-09-14,12.8723
2020-09-11,12.1645
2020-09-10,12.3118
2020-09-09,12.715
2020-09-08,11.913
2020-09-04,12.6225
2020-09-03,13.0155
2020-09-02,14.3465
2020-09-01,13.821
2020-08-31,13.3745
2020-08-28,13.1478
2020-08-27,12.6283
2020-08-26,12.773
2020-08-25,12.75
2020-08-24,12.7203
2020-08-21,12.6835
2020-08-20,12.141
2020-08-19,12.1385
2020-08-18,12.2608
2020-08-17,12.337
2020-08-14,11.564
2020-08-13,11.443
2020-08-12,11.4403
2020-08-11,10.85
2020-08-10,11.165
2020-08-07,11.1995
2020-08-06,11.3355
2020-08-05,11.2868
2020-08-04,11.2278
2020-08-03,11.0103
2020-07-31,10.6148
2020-07-30,10.614
2020-07-29,10.4655
2020-07-28,10.2155
2020-07-27,10.4215
2020-07-24,10.1945
2020-07-23,10.1298
2020-07-22,10.4388
2020-07-21,10.3285
2020-07-20,10.5108
2020-07-17,10.2015
2020-07-16,10.1348
2020-07-15,10.2273
2020-07-14,10.377
2020-07-13,10.0523
2020-07-10,10.4793
2020-07-09,10.509
2020-07-08,10.216
2020-07-07,9.8718
2020-07-06,9.8392
2020-07-02,9.6123
2020-07-01,9.53
2020-06-30,9.4978
2020-06-29,9.2
2020-06-26,9.155
2020-06-25,9.49
2020-06-24,9.2355
2020-06-23,9.45
2020-06-22,9.5267
2020-06-19,9.2613
2020-06-18,9.218
2020-06-17,9.236
2020-06-16,9.0685
2020-06-15,9.1738
2020-06-12,8.9325
2020-06-11,8.7963
2020-06-10,9.3668
2020-06-09,9.046
2020-06-08,8.805
2020-06-05,8.92
2020-06-04,8.7665
2020-06-03,8.7695
2020-06-02,8.8253
2020-06-01,8.8063
2020-05-29,8.8755
2020-05-28,8.487
2020-05-27,8.5252
2020-05-26,8.7178
2020-05-22,9.0263
2020-05-21,8.7752
2020-05-20,8.97
2020-05-19,8.8055
2020-05-18,8.7502
2020-05-15,8.4908
2020-05-14,8.0305
2020-05-13,7.78
2020-05-12,7.8025
2020-05-11,8.0655
2020-05-08,7.8125
2020-05-07,7.6218
2020-05-06,7.4448
2020-05-05,7.3435
2020-05-04,7.2821
2020-05-01,7.0695
2020-04-30,7.307
2020-04-29,7.4615
2020-04-28,7.284
2020-04-27,7.427
2020-04-24,7.2397
2020-04-23,7.1003
2020-04-22,7.1537
2020-04-21,6.7378
2020-04-20,7.1763
2020-04-17,7.308
2020-04-16,7.3675
2020-04-15,7.021
2020-04-14,7.0987
2020-04-13,6.7463
2020-04-09,6.5738
2020-04-08,6.6738
2020-04-07,6.4757
2020-04-06,6.71
2020-04-03,6.0978
2020-04-02,6.3868
2020-04-01,6.0768
2020-03-31,6.59
2020-03-30,6.6397
2020-03-27,6.3182
2020-03-26,6.431
2020-03-25,6.1405
2020-03-24,6.2295
2020-03-23,5.3173
2020-03-20,5.1438
2020-03-19,5.3243
2020-03-18,5.0705
2020-03-17,5.4318
2020-03-16,4.91
2020-03-13,6.021
2020-03-12,5.4078
2020-03-11,6.1618
2020-03-10,6.527
2020-03-09,6.136
2020-03-06,6.651
2020-03-05,6.8323
2020-03-04,7.1128
2020-03-03,6.6472
2020-03-02,6.9108
2020-02-28,6.7518
2020-02-27,6.315
2020-02-26,6.6913
2020-02-25,6.5513
2020-02-24,6.832
2020-02-21,7.3518
2020-02-20,7.7175
2020-02-19,7.8675
2020-02-18,7.4143
2020-02-14,7.2448
2020-02-13,6.7695
2020-02-12,6.8135
2020-02-11,6.6973
2020-02-10,6.5743
2020-02-07,6.2898
2020-02-06,6.3561
2020-02-05,6.269
2020-02-04,6.1783
2020-02-03,6.0083
2020-01-31,5.9108
2020-01-30,6.1453
2020-01-29,6.1385
2020-01-28,6.1993
2020-01-27,6.005
2020-01-24,6.262
2020-01-23,6.3215
2020-01-22,6.2513
2020-01-21,6.1985
2020-01-17,6.232
2020-01-16,6.2233
2020-01-15,6.1393
2020-01-14,6.182
2020-01-13,6.2995
2020-01-10,6.108
2020-01-09,6.0755
2020-01-08,6.0095
2020-01-07,5.9983
2020-01-06,5.9265
2020-01-03,5.9017
2020-01-02,5.9977
2019-12-31,5.8825
2019-12-30,5.808
2019-12-27,5.9218
2019-12-26,5.9798
2019-12-24,5.9655
2019-12-23,5.9705
2019-12-20,5.9843
2019-12-19,5.8865
2019-12-18,5.7378
2019-12-17,5.7073
2019-12-16,5.6288
2019-12-13,5.5998
2019-12-12,5.6018
2019-12-11,5.4335
2019-12-10,5.3495
2019-12-09,5.3042
2019-12-06,5.3042
2019-12-05,5.2185
2019-12-04,5.2355
2019-12-03,5.1915
2019-12-02,5.2313
2019-11-29,5.4185
2019-11-27,5.456
2019-11-26,5.425
2019-11-25,5.5303
2019-11-22,5.2722
2019-11-21,5.2545
2019-11-20,5.2795
2019-11-19,5.1998
2019-11-18,5.307
2019-11-15,5.1048
2019-11-14,5.2447
2019-11-13,5.2142
2019-11-12,5.2403
2019-11-11,5.2045
2019-11-08,5.1945
2019-11-07,5.2085
2019-11-06,5.1908
2019-11-05,5.2403
2019-11-04,5.2625
2019-11-01,5.0648
2019-10-31,5.0255
2019-10-30,5.075
2019-10-29,5.073
2019-10-28,5.1698
2019-10-25,5.1135
2019-10-24,4.9215
2019-10-23,4.8773
2019-10-22,4.8903
2019-10-21,4.9002
2019-10-18,4.7623
2019-10-17,4.8573
2019-10-16,4.8553
2019-10-15,4.9093
2019-10-14,4.6633
2019-10-11,4.6498
2019-10-10,4.5758
2019-10-09,4.5178
2019-10-08,4.4307
2019-10-07,4.6083
2019-10-04,4.5492
2019-10-03,4.5328
2019-10-02,4.326
2019-10-01,4.35
2019-09-30,4.3518
2019-09-27,4.294
2019-09-26,4.4335
2019-09-25,4.4558
2019-09-24,4.3133
2019-09-23,4.371
2019-09-20,4.3173
2019-09-19,4.4235
2019-09-18,4.4995
2019-09-17,4.5267
2019-09-16,4.5053
2019-09-13,4.5485
2019-09-12,4.6068
2019-09-11,4.6083
2019-09-10,4.5795
2019-09-09,4.5125
2019-09-06,4.4663
